Date_dt,Province,No_Deaths
2020-06-04,Nunavut,0
2020-06-04,Ontario,2436
2020-06-04,Prince Edward Island,0
2020-06-04,Quebec,5294
2020-06-04,Saskatchewan,11
2020-06-04,Yukon,0
2020-06-05,Alberta,146
2020-06-05,British Columbia,167
2020-06-05,Manitoba,7
2020-06-05,New Brunswick,1
2020-06-05,Newfoundland and Labrador,3
2020-06-05,Northwest Territories,0
2020-06-05,Nova Scotia,61
2020-06-05,Nunavut,0
2020-06-05,Ontario,2446
2020-06-05,Prince Edward Island,0
2020-06-05,Quebec,5323
2020-06-05,Saskatchewan,11
2020-06-05,Yukon,0
2020-06-06,Alberta,146
2020-06-06,British Columbia,167
2020-06-06,Manitoba,7
2020-06-06,New Brunswick,1
2020-06-06,Newfoundland and Labrador,3
2020-06-06,Northwest Territories,0
2020-06-06,Nova Scotia,61
2020-06-06,Nunavut,0
2020-06-06,Ontario,2483
2020-06-06,Prince Edward Island,0
2020-06-06,Quebec,5348
2020-06-06,Saskatchewan,11
2020-06-06,Yukon,0
2020-06-07,Alberta,146
2020-06-07,British Columbia,167
2020-06-07,Manitoba,7
2020-06-07,New Brunswick,1
2020-06-07,Newfoundland and Labrador,3
2020-06-07,Northwest Territories,0
2020-06-07,Nova Scotia,61
2020-06-07,Nunavut,0
2020-06-07,Ontario,2502
2020-06-07,Prince Edward Island,0
2020-06-07,Quebec,5370
2020-06-07,Saskatchewan,11
2020-06-07,Yukon,0
2020-06-08,Alberta,149
2020-06-08,British Columbia,167
2020-06-08,Manitoba,7
2020-06-08,New Brunswick,1
2020-06-08,Newfoundland and Labrador,3
2020-06-08,Northwest Territories,0
2020-06-08,Nova Scotia,61
2020-06-08,Nunavut,0
2020-06-08,Ontario,2524
2020-06-08,Prince Edward Island,0
2020-06-08,Quebec,5387
2020-06-08,Saskatchewan,13
2020-06-08,Yukon,0
2020-06-09,Alberta,151
2020-06-09,British Columbia,167
2020-06-09,Manitoba,7
2020-06-09,New Brunswick,1
2020-06-09,Newfoundland and Labrador,3
2020-06-09,Northwest Territories,0
2020-06-09,Nova Scotia,62
2020-06-09,Nunavut,0
2020-06-09,Ontario,2536
2020-06-09,Prince Edward Island,0
2020-06-09,Quebec,5406
2020-06-09,Saskatchewan,13
2020-06-09,Yukon,0
2020-06-10,Alberta,151
2020-06-10,British Columbia,167
2020-06-10,Manitoba,7
2020-06-10,New Brunswick,1
2020-06-10,Newfoundland and Labrador,3
2020-06-10,Northwest Territories,0
2020-06-10,Nova Scotia,62
2020-06-10,Nunavut,0
2020-06-10,Ontario,2552
2020-06-10,Prince Edward Island,0
2020-06-10,Quebec,5425
2020-06-10,Saskatchewan,13
2020-06-10,Yukon,0
2020-06-11,Alberta,149
2020-06-11,British Columbia,167
2020-06-11,Manitoba,7
2020-06-11,New Brunswick,1
2020-06-11,Newfoundland and Labrador,3
2020-06-11,Northwest Territories,0
2020-06-11,Nova Scotia,62
2020-06-11,Nunavut,0
2020-06-11,Ontario,2563
2020-06-11,Prince Edward Island,0
2020-06-11,Quebec,5447
2020-06-11,Saskatchewan,13
2020-06-11,Yukon,0
2020-06-12,Alberta,149
2020-06-12,British Columbia,168
2020-06-12,Manitoba,7
2020-06-12,New Brunswick,1
2020-06-12,Newfoundland and Labrador,3
2020-06-12,Northwest Territories,0
2020-06-12,Nova Scotia,62
2020-06-12,Nunavut,0
2020-06-12,Ontario,2573
2020-06-12,Prince Edward Island,0
2020-06-12,Quebec,5465
2020-06-12,Saskatchewan,13
2020-06-12,Yukon,0
2020-06-13,Alberta,150
2020-06-13,British Columbia,168
2020-06-13,Manitoba,7
2020-06-13,New Brunswick,2
2020-06-13,Newfoundland and Labrador,3
2020-06-13,Northwest Territories,0
2020-06-13,Nova Scotia,62
2020-06-13,Nunavut,0
2020-06-13,Ontario,2582
2020-06-13,Prince Edward Island,0
2020-06-13,Quebec,5482
2020-06-13,Saskatchewan,13
2020-06-13,Yukon,0
2020-06-14,Alberta,150
2020-06-14,British Columbia,168
2020-06-14,Manitoba,7
2020-06-14,New Brunswick,2
2020-06-14,Newfoundland and Labrador,3
2020-06-14,Northwest Territories,0
2020-06-14,Nova Scotia,62
2020-06-14,Nunavut,0
2020-06-14,Ontario,2590
2020-06-14,Prince Edward Island,0
2020-06-14,Quebec,5493
2020-06-14,Saskatchewan,13
2020-06-14,Yukon,0
2020-06-15,Alberta,151
2020-06-15,British Columbia,168
2020-06-15,Manitoba,7
2020-06-15,New Brunswick,2
2020-06-15,Newfoundland and Labrador,3
2020-06-15,Northwest Territories,0
2020-06-15,Nova Scotia,62
2020-06-15,Nunavut,0
2020-06-15,Ontario,2579
2020-06-15,Prince Edward Island,0
2020-06-15,Quebec,5511
2020-06-15,Saskatchewan,13
2020-06-15,Yukon,0
2020-06-16,Alberta,151
2020-06-16,British Columbia,168
2020-06-16,Manitoba,7
2020-06-16,New Brunswick,2
2020-06-16,Newfoundland and Labrador,3
2020-06-16,Northwest Territories,0
2020-06-16,Nova Scotia,62
2020-06-16,Nunavut,0
2020-06-16,Ontario,2595
2020-06-16,Prince Edward Island,0
2020-06-16,Quebec,5519
2020-06-16,Saskatchewan,13
2020-06-16,Yukon,0
2020-06-17,Alberta,151
2020-06-17,British Columbia,168
2020-06-17,Manitoba,7
2020-06-17,New Brunswick,2
2020-06-17,Newfoundland and Labrador,3
2020-06-17,Northwest Territories,0
2020-06-17,Nova Scotia,62
2020-06-17,Nunavut,0
2020-06-17,Ontario,2607
2020-06-17,Prince Edward Island,0
2020-06-17,Quebec,5528
2020-06-17,Saskatchewan,13
2020-06-17,Yukon,0
2020-06-18,Alberta,152
2020-06-18,British Columbia,168
2020-06-18,Manitoba,7
2020-06-18,New Brunswick,2
2020-06-18,Newfoundland and Labrador,3
2020-06-18,Northwest Territories,0
2020-06-18,Nova Scotia,62
2020-06-18,Nunavut,0
2020-06-18,Ontario,2613
2020-06-18,Prince Edward Island,0
2020-06-18,Quebec,5534
2020-06-18,Saskatchewan,13
2020-06-18,Yukon,0
2020-06-19,Alberta,152
2020-06-19,British Columbia,168
2020-06-19,Manitoba,7
2020-06-19,New Brunswick,2
2020-06-19,Newfoundland and Labrador,3
2020-06-19,Northwest Territories,0
2020-06-19,Nova Scotia,62
2020-06-19,Nunavut,0
2020-06-19,Ontario,2625
2020-06-19,Prince Edward Island,0
2020-06-19,Quebec,5547
2020-06-19,Saskatchewan,13
2020-06-19,Yukon,0
2020-06-20,Alberta,152
2020-06-20,British Columbia,168
2020-06-20,Manitoba,7
2020-06-20,New Brunswick,2
2020-06-20,Newfoundland and Labrador,3
2020-06-20,Northwest Territories,0
2020-06-20,Nova Scotia,62
2020-06-20,Nunavut,0
2020-06-20,Ontario,2650
2020-06-20,Prince Edward Island,0
2020-06-20,Quebec,5551
2020-06-20,Saskatchewan,13
2020-06-20,Yukon,0
2020-06-21,Alberta,152
2020-06-21,British Columbia,168
2020-06-21,Manitoba,7
2020-06-21,New Brunswick,2
2020-06-21,Newfoundland and Labrador,3
2020-06-21,Northwest Territories,0
2020-06-21,Nova Scotia,62
2020-06-21,Nunavut,0
2020-06-21,Ontario,2657
2020-06-21,Prince Edward Island,0
2020-06-21,Quebec,5561
2020-06-21,Saskatchewan,13
2020-06-21,Yukon,0
2020-06-22,Alberta,153
2020-06-22,British Columbia,169
2020-06-22,Manitoba,7
2020-06-22,New Brunswick,2
2020-06-22,Newfoundland and Labrador,3
2020-06-22,Northwest Territories,0
2020-06-22,Nova Scotia,63
2020-06-22,Nunavut,0
2020-06-22,Ontario,2666
2020-06-22,Prince Edward Island,0
2020-06-22,Quebec,5569
2020-06-22,Saskatchewan,13
2020-06-22,Yukon,0
2020-06-23,Alberta,153
2020-06-23,British Columbia,170
2020-06-23,Manitoba,7
2020-06-23,New Brunswick,2
2020-06-23,Newfoundland and Labrador,3
2020-06-23,Northwest Territories,0
2020-06-23,Nova Scotia,63
2020-06-23,Nunavut,0
2020-06-23,Ontario,2676
2020-06-23,Prince Edward Island,0
2020-06-23,Quebec,5582
2020-06-23,Saskatchewan,13
2020-06-23,Yukon,0
2020-06-24,Alberta,153
2020-06-24,British Columbia,171
2020-06-24,Manitoba,7
2020-06-24,New Brunswick,2
2020-06-24,Newfoundland and Labrador,3
2020-06-24,Northwest Territories,0
2020-06-24,Nova Scotia,63
2020-06-24,Nunavut,0
2020-06-24,Ontario,2690
2020-06-24,Prince Edward Island,0
2020-06-24,Quebec,5597
2020-06-24,Saskatchewan,13
2020-06-24,Yukon,0
2020-06-25,Alberta,154
2020-06-25,British Columbia,173
2020-06-25,Manitoba,7
2020-06-25,New Brunswick,2
2020-06-25,Newfoundland and Labrador,3
2020-06-25,Northwest Territories,0
2020-06-25,Nova Scotia,63
2020-06-25,Nunavut,0
2020-06-25,Ontario,2703
2020-06-25,Prince Edward Island,0
2020-06-25,Quebec,5604
2020-06-25,Saskatchewan,13
2020-06-25,Yukon,0
2020-06-26,Alberta,154
2020-06-26,British Columbia,174
2020-06-26,Manitoba,7
2020-06-26,New Brunswick,2
2020-06-26,Newfoundland and Labrador,3
2020-06-26,Northwest Territories,0
2020-06-26,Nova Scotia,63
2020-06-26,Nunavut,0
2020-06-26,Ontario,2706
2020-06-26,Prince Edward Island,0
2020-06-26,Quebec,5607
2020-06-26,Saskatchewan,13
2020-06-26,Yukon,0
2020-06-27,Alberta,154
2020-06-27,British Columbia,174
2020-06-27,Manitoba,7
2020-06-27,New Brunswick,2
2020-06-27,Newfoundland and Labrador,3
2020-06-27,Northwest Territories,0
2020-06-27,Nova Scotia,63
2020-06-27,Nunavut,0
2020-06-27,Ontario,2711
2020-06-27,Prince Edward Island,0
2020-06-27,Quebec,5611
2020-06-27,Saskatchewan,13
2020-06-27,Yukon,0
2020-06-28,Alberta,154
2020-06-28,British Columbia,174
2020-06-28,Manitoba,7
2020-06-28,New Brunswick,2
2020-06-28,Newfoundland and Labrador,3
2020-06-28,Northwest Territories,0
2020-06-28,Nova Scotia,63
2020-06-28,Nunavut,0
2020-06-28,Ontario,2717
2020-06-28,Prince Edward Island,0
2020-06-28,Quebec,5615
2020-06-28,Saskatchewan,13
2020-06-28,Yukon,0
2020-06-29,Alberta,154
2020-06-29,British Columbia,174
2020-06-29,Manitoba,7
2020-06-29,New Brunswick,2
2020-06-29,Newfoundland and Labrador,3
2020-06-29,Northwest Territories,0
2020-06-29,Nova Scotia,63
2020-06-29,Nunavut,0
2020-06-29,Ontario,2726
2020-06-29,Prince Edward Island,0
2020-06-29,Quebec,5625
2020-06-29,Saskatchewan,13
2020-06-29,Yukon,0
2020-06-30,Alberta,154
2020-06-30,British Columbia,174
2020-06-30,Manitoba,7
2020-06-30,New Brunswick,2
2020-06-30,Newfoundland and Labrador,3
2020-06-30,Northwest Territories,0
2020-06-30,Nova Scotia,63
2020-06-30,Nunavut,0
2020-06-30,Ontario,2730
2020-06-30,Prince Edward Island,0
2020-06-30,Quebec,5633
2020-06-30,Saskatchewan,13
2020-06-30,Yukon,0
2020-07-01,Alberta,154
2020-07-01,British Columbia,174
2020-07-01,Manitoba,7
2020-07-01,New Brunswick,2
2020-07-01,Newfoundland and Labrador,3
2020-07-01,Northwest Territories,0
2020-07-01,Nova Scotia,63
2020-07-01,Nunavut,0
2020-07-01,Ontario,2734
2020-07-01,Prince Edward Island,0
2020-07-01,Quebec,5639
2020-07-01,Saskatchewan,13
2020-07-01,Yukon,0
2020-07-02,Alberta,155
2020-07-02,British Columbia,177
2020-07-02,Manitoba,7
2020-07-02,New Brunswick,2
2020-07-02,Newfoundland and Labrador,3
2020-07-02,Northwest Territories,0
2020-07-02,Nova Scotia,63
2020-07-02,Nunavut,0
2020-07-02,Ontario,2737
2020-07-02,Prince Edward Island,0
2020-07-02,Quebec,5647
2020-07-02,Saskatchewan,14
2020-07-02,Yukon,0
2020-07-03,Alberta,155
2020-07-03,British Columbia,177
2020-07-03,Manitoba,7
2020-07-03,New Brunswick,2
2020-07-03,Newfoundland and Labrador,3
2020-07-03,Northwest Territories,0
2020-07-03,Nova Scotia,63
2020-07-03,Nunavut,0
2020-07-03,Ontario,2740
2020-07-03,Prince Edward Island,0
2020-07-03,Quebec,5651
2020-07-03,Saskatchewan,14
2020-07-03,Yukon,0
2020-07-04,Alberta,155
2020-07-04,British Columbia,177
2020-07-04,Manitoba,7
2020-07-04,New Brunswick,2
2020-07-04,Newfoundland and Labrador,3
2020-07-04,Northwest Territories,0
2020-07-04,Nova Scotia,63
2020-07-04,Nunavut,0
2020-07-04,Ontario,2744
2020-07-04,Prince Edward Island,0
2020-07-04,Quebec,5655
2020-07-04,Saskatchewan,14
2020-07-04,Yukon,0
2020-07-05,Alberta,155
2020-07-05,British Columbia,177
2020-07-05,Manitoba,7
2020-07-05,New Brunswick,2
2020-07-05,Newfoundland and Labrador,3
2020-07-05,Northwest Territories,0
2020-07-05,Nova Scotia,63
2020-07-05,Nunavut,0
2020-07-05,Ontario,2743
2020-07-05,Prince Edward Island,0
2020-07-05,Quebec,5658
2020-07-05,Saskatchewan,14
2020-07-05,Yukon,0
2020-07-06,Alberta,155
2020-07-06,British Columbia,183
2020-07-06,Manitoba,7
2020-07-06,New Brunswick,2
2020-07-06,Newfoundland and Labrador,3
2020-07-06,Northwest Territories,0
2020-07-06,Nova Scotia,63
2020-07-06,Nunavut,0
2020-07-06,Ontario,2743
2020-07-06,Prince Edward Island,0
2020-07-06,Quebec,5665
2020-07-06,Saskatchewan,14
2020-07-06,Yukon,0
2020-07-07,Alberta,157
2020-07-07,British Columbia,183
2020-07-07,Manitoba,7
2020-07-07,New Brunswick,2
2020-07-07,Newfoundland and Labrador,3
2020-07-07,Northwest Territories,0
2020-07-07,Nova Scotia,63
2020-07-07,Nunavut,0
2020-07-07,Ontario,2744
2020-07-07,Prince Edward Island,0
2020-07-07,Quebec,5668
2020-07-07,Saskatchewan,15
2020-07-07,Yukon,0
2020-07-08,Alberta,158
2020-07-08,British Columbia,186
2020-07-08,Manitoba,7
2020-07-08,New Brunswick,2
2020-07-08,Newfoundland and Labrador,3
2020-07-08,Northwest Territories,0
2020-07-08,Nova Scotia,63
2020-07-08,Nunavut,0
2020-07-08,Ontario,2748
2020-07-08,Prince Edward Island,0
2020-07-08,Quebec,5672
2020-07-08,Saskatchewan,15
2020-07-08,Yukon,0
2020-07-09,Alberta,161
2020-07-09,British Columbia,186
2020-07-09,Manitoba,7
2020-07-09,New Brunswick,2
2020-07-09,Newfoundland and Labrador,3
2020-07-09,Northwest Territories,0
2020-07-09,Nova Scotia,63
2020-07-09,Nunavut,0
2020-07-09,Ontario,2750
2020-07-09,Prince Edward Island,0
2020-07-09,Quebec,5677
2020-07-09,Saskatchewan,15
2020-07-09,Yukon,0
2020-07-10,Alberta,161
2020-07-10,British Columbia,187
2020-07-10,Manitoba,7
2020-07-10,New Brunswick,2
2020-07-10,Newfoundland and Labrador,3
2020-07-10,Northwest Territories,0
2020-07-10,Nova Scotia,63
2020-07-10,Nunavut,0
2020-07-10,Ontario,2760
2020-07-10,Prince Edward Island,0
2020-07-10,Quebec,5680
2020-07-10,Saskatchewan,15
2020-07-10,Yukon,0
2020-07-11,Alberta,160
2020-07-11,British Columbia,187
2020-07-11,Manitoba,7
2020-07-11,New Brunswick,2
2020-07-11,Newfoundland and Labrador,3
2020-07-11,Northwest Territories,0
2020-07-11,Nova Scotia,63
2020-07-11,Nunavut,0
2020-07-11,Ontario,2760
2020-07-11,Prince Edward Island,0
2020-07-11,Quebec,5684
2020-07-11,Saskatchewan,15
2020-07-11,Yukon,0
2020-07-12,Alberta,160
2020-07-12,British Columbia,187
2020-07-12,Manitoba,7
2020-07-12,New Brunswick,2
2020-07-12,Newfoundland and Labrador,3
2020-07-12,Northwest Territories,0
2020-07-12,Nova Scotia,63
2020-07-12,Nunavut,0
2020-07-12,Ontario,2764
2020-07-12,Prince Edward Island,0
2020-07-12,Quebec,5685
2020-07-12,Saskatchewan,15
2020-07-12,Yukon,0
2020-07-13,Alberta,161
2020-07-13,British Columbia,189
2020-07-13,Manitoba,7
2020-07-13,New Brunswick,2
2020-07-13,Newfoundland and Labrador,3
2020-07-13,Northwest Territories,0
2020-07-13,Nova Scotia,63
2020-07-13,Nunavut,0
2020-07-13,Ontario,2767
2020-07-13,Prince Edward Island,0
2020-07-13,Quebec,5687
2020-07-13,Saskatchewan,15
2020-07-13,Yukon,0
2020-07-14,Alberta,163
2020-07-14,British Columbia,189
2020-07-14,Manitoba,7
2020-07-14,New Brunswick,2
2020-07-14,Newfoundland and Labrador,3
2020-07-14,Northwest Territories,0
2020-07-14,Nova Scotia,63
2020-07-14,Nunavut,0
2020-07-14,Ontario,2769
2020-07-14,Prince Edward Island,0
2020-07-14,Quebec,5688
2020-07-14,Saskatchewan,15
2020-07-14,Yukon,0
2020-07-15,Alberta,163
2020-07-15,British Columbia,189
2020-07-15,Manitoba,7
2020-07-15,New Brunswick,2
2020-07-15,Newfoundland and Labrador,3
2020-07-15,Northwest Territories,0
2020-07-15,Nova Scotia,63
2020-07-15,Nunavut,0
2020-07-15,Ontario,2778
2020-07-15,Prince Edward Island,0
2020-07-15,Quebec,5693
2020-07-15,Saskatchewan,15
2020-07-15,Yukon,0
2020-07-16,Alberta,165
2020-07-16,British Columbia,189
2020-07-16,Manitoba,7
2020-07-16,New Brunswick,2
2020-07-16,Newfoundland and Labrador,3
2020-07-16,Northwest Territories,0
2020-07-16,Nova Scotia,63
2020-07-16,Nunavut,0
2020-07-16,Ontario,2784
2020-07-16,Prince Edward Island,0
2020-07-16,Quebec,5697
2020-07-16,Saskatchewan,15
2020-07-16,Yukon,0
2020-07-17,Alberta,167
2020-07-17,British Columbia,189
2020-07-17,Manitoba,7
2020-07-17,New Brunswick,2
2020-07-17,Newfoundland and Labrador,3
2020-07-17,Northwest Territories,0
2020-07-17,Nova Scotia,63
2020-07-17,Nunavut,0
2020-07-17,Ontario,2790
2020-07-17,Prince Edward Island,0
2020-07-17,Quebec,5699
2020-07-17,Saskatchewan,15
2020-07-17,Yukon,0
2020-07-18,Alberta,167
2020-07-18,British Columbia,189
2020-07-18,Manitoba,7
2020-07-18,New Brunswick,2
2020-07-18,Newfoundland and Labrador,3
2020-07-18,Northwest Territories,0
2020-07-18,Nova Scotia,63
2020-07-18,Nunavut,0
2020-07-18,Ontario,2791
2020-07-18,Prince Edward Island,0
2020-07-18,Quebec,5701
2020-07-18,Saskatchewan,15
2020-07-18,Yukon,0
2020-07-19,Alberta,167
2020-07-19,British Columbia,189
2020-07-19,Manitoba,7
2020-07-19,New Brunswick,2
2020-07-19,Newfoundland and Labrador,3
2020-07-19,Northwest Territories,0
2020-07-19,Nova Scotia,63
2020-07-19,Nunavut,0
2020-07-19,Ontario,2794
2020-07-19,Prince Edward Island,0
2020-07-19,Quebec,5702
2020-07-19,Saskatchewan,15
2020-07-19,Yukon,0
2020-07-20,Alberta,170
2020-07-20,British Columbia,189
2020-07-20,Manitoba,7
2020-07-20,New Brunswick,2
2020-07-20,Newfoundland and Labrador,3
2020-07-20,Northwest Territories,0
2020-07-20,Nova Scotia,63
2020-07-20,Nunavut,0
2020-07-20,Ontario,2795
2020-07-20,Prince Edward Island,0
2020-07-20,Quebec,5702
2020-07-20,Saskatchewan,15
2020-07-20,Yukon,0
2020-07-21,Alberta,172
2020-07-21,British Columbia,189
2020-07-21,Manitoba,7
2020-07-21,New Brunswick,2
2020-07-21,Newfoundland and Labrador,3
2020-07-21,Northwest Territories,0
2020-07-21,Nova Scotia,63
2020-07-21,Nunavut,0
2020-07-21,Ontario,2798
2020-07-21,Prince Edward Island,0
2020-07-21,Quebec,5704
2020-07-21,Saskatchewan,15
2020-07-21,Yukon,0
2020-07-22,Alberta,172
2020-07-22,British Columbia,189
2020-07-22,Manitoba,7
2020-07-22,New Brunswick,2
2020-07-22,Newfoundland and Labrador,3
2020-07-22,Northwest Territories,0
2020-07-22,Nova Scotia,63
2020-07-22,Nunavut,0
2020-07-22,Ontario,2799
2020-07-22,Prince Edward Island,0
2020-07-22,Quebec,5707
2020-07-22,Saskatchewan,15
2020-07-22,Yukon,0
2020-07-23,Alberta,176
2020-07-23,British Columbia,190
2020-07-23,Manitoba,7
2020-07-23,New Brunswick,2
2020-07-23,Newfoundland and Labrador,3
2020-07-23,Northwest Territories,0
2020-07-23,Nova Scotia,63
2020-07-23,Nunavut,0
2020-07-23,Ontario,2799
2020-07-23,Prince Edward Island,0
2020-07-23,Quebec,5709
2020-07-23,Saskatchewan,16
2020-07-23,Yukon,0
2020-07-24,Alberta,178
2020-07-24,British Columbia,190
2020-07-24,Manitoba,7
2020-07-24,New Brunswick,2
2020-07-24,Newfoundland and Labrador,3
2020-07-24,Northwest Territories,0
2020-07-24,Nova Scotia,63
2020-07-24,Nunavut,0
2020-07-24,Ontario,2800
2020-07-24,Prince Edward Island,0
2020-07-24,Quebec,5710
2020-07-24,Saskatchewan,16
2020-07-24,Yukon,0
2020-07-25,Alberta,178
2020-07-25,British Columbia,191
2020-07-25,Manitoba,7
2020-07-25,New Brunswick,2
2020-07-25,Newfoundland and Labrador,3
2020-07-25,Northwest Territories,0
2020-07-25,Nova Scotia,63
2020-07-25,Nunavut,0
2020-07-25,Ontario,2802
2020-07-25,Prince Edward Island,0
2020-07-25,Quebec,5711
2020-07-25,Saskatchewan,16
2020-07-25,Yukon,0
2020-07-26,Alberta,178
2020-07-26,British Columbia,191
2020-07-26,Manitoba,7
2020-07-26,New Brunswick,2
2020-07-26,Newfoundland and Labrador,3
2020-07-26,Northwest Territories,0
2020-07-26,Nova Scotia,63
2020-07-26,Nunavut,0
2020-07-26,Ontario,2806
2020-07-26,Prince Edward Island,0
2020-07-26,Quebec,5711
2020-07-26,Saskatchewan,16
2020-07-26,Yukon,0
2020-07-27,Alberta,186
2020-07-27,British Columbia,193
2020-07-27,Manitoba,7
2020-07-27,New Brunswick,2
2020-07-27,Newfoundland and Labrador,3
2020-07-27,Northwest Territories,0
2020-07-27,Nova Scotia,63
2020-07-27,Nunavut,0
2020-07-27,Ontario,2807
2020-07-27,Prince Edward Island,0
2020-07-27,Quebec,5713
2020-07-27,Saskatchewan,16
2020-07-27,Yukon,0
2020-07-28,Alberta,187
2020-07-28,British Columbia,194
2020-07-28,Manitoba,8
2020-07-28,New Brunswick,2
2020-07-28,Newfoundland and Labrador,3
2020-07-28,Northwest Territories,0
2020-07-28,Nova Scotia,63
2020-07-28,Nunavut,0
2020-07-28,Ontario,2812
2020-07-28,Prince Edward Island,0
2020-07-28,Quebec,5714
2020-07-28,Saskatchewan,17
2020-07-28,Yukon,0
2020-07-29,Alberta,190
2020-07-29,British Columbia,194
2020-07-29,Manitoba,8
2020-07-29,New Brunswick,2
2020-07-29,Newfoundland and Labrador,3
2020-07-29,Northwest Territories,0
2020-07-29,Nova Scotia,64
2020-07-29,Nunavut,0
2020-07-29,Ontario,2813
2020-07-29,Prince Edward Island,0
2020-07-29,Quebec,5714
2020-07-29,Saskatchewan,17
2020-07-29,Yukon,0
2020-07-30,Alberta,195
2020-07-30,British Columbia,194
2020-07-30,Manitoba,8
2020-07-30,New Brunswick,2
2020-07-30,Newfoundland and Labrador,3
2020-07-30,Northwest Territories,0
2020-07-30,Nova Scotia,64
2020-07-30,Nunavut,0
2020-07-30,Ontario,2816
2020-07-30,Prince Edward Island,0
2020-07-30,Quebec,5718
2020-07-30,Saskatchewan,18
2020-07-30,Yukon,0
2020-07-31,Alberta,196
2020-07-31,British Columbia,195
2020-07-31,Manitoba,8
2020-07-31,New Brunswick,2
2020-07-31,Newfoundland and Labrador,3
2020-07-31,Northwest Territories,0
2020-07-31,Nova Scotia,64
2020-07-31,Nunavut,0
2020-07-31,Ontario,2819
2020-07-31,Prince Edward Island,0
2020-07-31,Quebec,5719
2020-07-31,Saskatchewan,18
2020-07-31,Yukon,0
2020-08-01,Alberta,196
2020-08-01,British Columbia,195
2020-08-01,Manitoba,8
2020-08-01,New Brunswick,2
2020-08-01,Newfoundland and Labrador,3
2020-08-01,Northwest Territories,0
2020-08-01,Nova Scotia,64
2020-08-01,Nunavut,0
2020-08-01,Ontario,2821
2020-08-01,Prince Edward Island,0
2020-08-01,Quebec,5721
2020-08-01,Saskatchewan,18
2020-08-01,Yukon,0
2020-08-02,Alberta,196
2020-08-02,British Columbia,195
2020-08-02,Manitoba,8
2020-08-02,New Brunswick,2
2020-08-02,Newfoundland and Labrador,3
2020-08-02,Northwest Territories,0
2020-08-02,Nova Scotia,64
2020-08-02,Nunavut,0
2020-08-02,Ontario,2822
2020-08-02,Prince Edward Island,0
2020-08-02,Quebec,5723
2020-08-02,Saskatchewan,18
2020-08-02,Yukon,0
2020-08-03,Alberta,196
2020-08-03,British Columbia,195
2020-08-03,Manitoba,8
2020-08-03,New Brunswick,2
2020-08-03,Newfoundland and Labrador,3
2020-08-03,Northwest Territories,0
2020-08-03,Nova Scotia,64
2020-08-03,Nunavut,0
2020-08-03,Ontario,2825
2020-08-03,Prince Edward Island,0
2020-08-03,Quebec,5723
2020-08-03,Saskatchewan,18
2020-08-03,Yukon,0
2020-08-04,Alberta,201
2020-08-04,British Columbia,195
2020-08-04,Manitoba,8
2020-08-04,New Brunswick,2
2020-08-04,Newfoundland and Labrador,3
2020-08-04,Northwest Territories,0
2020-08-04,Nova Scotia,64
2020-08-04,Nunavut,0
2020-08-04,Ontario,2828
2020-08-04,Prince Edward Island,0
2020-08-04,Quebec,5723
2020-08-04,Saskatchewan,18
2020-08-04,Yukon,0
2020-08-05,Alberta,203
2020-08-05,British Columbia,195
2020-08-05,Manitoba,8
2020-08-05,New Brunswick,2
2020-08-05,Newfoundland and Labrador,3
2020-08-05,Northwest Territories,0
2020-08-05,Nova Scotia,64
2020-08-05,Nunavut,0
2020-08-05,Ontario,2829
2020-08-05,Prince Edward Island,0
2020-08-05,Quebec,5726
2020-08-05,Saskatchewan,18
2020-08-05,Yukon,0
2020-08-06,Alberta,205
2020-08-06,British Columbia,195
2020-08-06,Manitoba,8
2020-08-06,New Brunswick,2
2020-08-06,Newfoundland and Labrador,3
2020-08-06,Northwest Territories,0
2020-08-06,Nova Scotia,64
2020-08-06,Nunavut,0
2020-08-06,Ontario,2829
2020-08-06,Prince Edward Island,0
2020-08-06,Quebec,5729
2020-08-06,Saskatchewan,19
2020-08-06,Yukon,0
2020-08-07,Alberta,208
2020-08-07,British Columbia,195
2020-08-07,Manitoba,8
2020-08-07,New Brunswick,2
2020-08-07,Newfoundland and Labrador,3
2020-08-07,Northwest Territories,0
2020-08-07,Nova Scotia,64
2020-08-07,Nunavut,0
2020-08-07,Ontario,2829
2020-08-07,Prince Edward Island,0
2020-08-07,Quebec,5730
2020-08-07,Saskatchewan,20
2020-08-07,Yukon,0
2020-08-08,Alberta,208
2020-08-08,British Columbia,195
2020-08-08,Manitoba,8
2020-08-08,New Brunswick,2
2020-08-08,Newfoundland and Labrador,3
2020-08-08,Northwest Territories,0
2020-08-08,Nova Scotia,64
2020-08-08,Nunavut,0
2020-08-08,Ontario,2831
2020-08-08,Prince Edward Island,0
2020-08-08,Quebec,5732
2020-08-08,Saskatchewan,20
2020-08-08,Yukon,0
2020-08-09,Alberta,208
2020-08-09,British Columbia,195
2020-08-09,Manitoba,8
2020-08-09,New Brunswick,2
2020-08-09,Newfoundland and Labrador,3
2020-08-09,Northwest Territories,0
2020-08-09,Nova Scotia,64
2020-08-09,Nunavut,0
2020-08-09,Ontario,2832
2020-08-09,Prince Edward Island,0
2020-08-09,Quebec,5734
2020-08-09,Saskatchewan,20
2020-08-09,Yukon,0
2020-08-10,Alberta,213
2020-08-10,British Columbia,195
2020-08-10,Manitoba,8
2020-08-10,New Brunswick,2
2020-08-10,Newfoundland and Labrador,3
